turn,se,model_output,timer_reset_time
1,0.00169014930725098,0.917863255057794,21.4969701766968
2,-0.0623970031738281,1.13205944475879,23.4578900337219
3,0.024294376373291,1.05921444013398,25.6738972663879
4,-0.0165565013885498,0.992184987350755,27.8258938789368
5,0.0039219856262207,1.01764502301415,29.802906036377
6,-0.0580414533615112,0.941457060213306,31.954745054245
7,-0.06285560131073,0.948060323420871,33.9638600349426
8,-0.0882784128189087,1.09876588442056,36.0370008945465
9,-0.00894200801849365,1.08116741124099,38.2528829574585
10,0.0052870512008667,1.25326207406076,40.4051592350006
11,-0.0784555673599243,1.01176650028979,43.0690960884094
12,-0.0484685897827148,1.06720169224061,45.1901049613953
13,-0.0170395374298096,1.00879009489271,47.3590540885925
14,-0.0354728698730469,0.842170578087948,49.4480719566345
15,-0.12213933467865,1.07824271928517,51.3771550655365
16,-0.0135669708251953,0.834099086679683,53.5612690448761
17,-0.130024909973145,1.21406246294854,55.4899590015411
18,0.0341745615005493,0.87702223026655,57.8502240180969
19,-0.119221448898315,1.12923073221225,59.8431248664856
20,-0.00211977958679199,0.947666886587737,62.1062631607056
21,-0.0485975742340088,1.07894965369894,64.0992522239685
22,-0.020641565322876,0.960608909109503,66.2988910675049
23,-0.0832604169845581,1.13225694910195,68.3870761394501
