turn,se,model_output,timer_reset_time
1,-0.613587379455566,1.41749737951906,24.0917429924011
2,-0.292263865470886,1.27249404287347,27.7265048027039
3,-0.487144231796265,1.36635968327028,31.4583420753479
4,-0.369434595108032,1.66023539818097,35.1425569057465
5,-0.258103966712952,1.3406258561358,39.1923470497131
6,-0.354546546936035,1.4924437447277,42.7953569889069
7,-0.211277008056641,1.1054589822579,46.4151861667633
8,-0.439023971557617,1.39216241344755,49.7166669368744
9,-0.271013498306274,1.24376655738126,53.2564580440521
10,-0.308014154434204,1.41785661622307,56.5732660293579
11,-0.355804085731506,1.32801689245274,60.334342956543
12,-0.263643503189087,1.33379764900542,63.7303731441498
13,-0.179030537605286,0.973848907614171,66.9692981243134
14,-0.403369665145874,1.36798466536843,69.936047077179
15,-0.27180004119873,1.18944138868305,73.4284069538116
16,-0.267049193382263,1.10934349110234,76.5539710521698
17,-0.30753767490387,1.35833513999446,79.5998899936676
18,-0.242294669151306,1.27049307551836,83.013256072998
19,-0.320778012275696,1.32412600050014,86.4082691669464
20,-0.283084034919739,1.14971624057693,89.8350019454956
21,-0.394611477851868,1.50736070568603,93.1361360549927
22,-0.235896944999695,1.27091488606003,96.8350949287415
23,-0.305459380149841,1.27555277711654,100.20010304451
