turn,se,model_output,timer_reset_time
1,-0.227130651473999,1.28964968718276,23.3097431659698
2,0.129690527915955,0.888632198384189,25.8421521186829
3,-0.0918974876403809,0.988920733283719,28.0244140625
4,0.00339007377624512,1.09153210933686,30.2082540988922
5,0.0430785417556763,0.987627650158994,32.5175909996033
6,0.0101983547210693,1.00331913948888,34.6844899654388
7,0.0413614511489868,1.0101631824035,36.8206789493561
8,0.0407675504684448,0.985373081937093,38.9714789390564
9,0.023647665977478,0.882203756926979,41.1067819595337
10,-0.024201512336731,1.00796774505635,43.1313710212708
11,0.0308229923248291,0.954571544242018,45.2978100776672
12,0.0172892808914185,0.929509581427699,47.384526014328
13,0.0314658880233765,1.13674447144294,49.3940799236298
14,0.0981080532073975,0.814319012176601,51.6855051517487
15,-0.0597214698791504,1.01133996486814,53.6460647583008
16,0.0420944690704346,0.886705076026823,55.7967531681061
17,-0.00352144241333008,0.886100209267648,57.7896139621735
18,-0.00318408012390137,0.983960128369974,59.7814831733704
19,0.031823992729187,0.940768984277553,61.8990261554718
20,-0.0196563005447388,1.17266355198715,64.0337188243866
21,0.131983160972595,0.843114364776033,66.3283829689026
22,-0.0300017595291138,0.923580418240181,68.2879321575165
23,-0.0210798978805542,1.18142562769256,70.3911869525909
