turn,se,model_output,timer_reset_time
1,0,0.977441559772875,21.5058178901672
2,-0.0108153820037842,1.12255099588523,23.4827709197998
3,0.046244740486145,0.844848830008631,25.635812997818
4,-0.0405046939849854,1.04376044040148,27.4069979190826
5,0.0240305662155151,1.03122213589571,29.4469428062439
6,0.0105128288269043,1.09954819296118,31.4888110160828
7,0.0471643209457397,1.10725686860466,33.5940940380096
8,-0.0324159860610962,1.04100909937864,35.8739318847656
9,0.0042414665222168,0.846599502414022,37.9478869438171
10,-0.0622125864028931,0.987982402676907,39.7660019397736
11,0.00711989402770996,0.886721932640291,41.7281639575958
12,0.00995969772338867,1.22508602467682,43.4821608066559
13,0.0928856134414673,0.845554198411843,45.7470278739929
14,-0.0471999645233154,1.12200764289371,47.5330758094788
15,0.0692507028579712,0.911507446083202,49.6390688419342
16,-0.0208619832992554,1.10972302584133,51.5043230056763
17,-0.0142525434494019,0.937767619792614,53.753271818161
18,-0.0428032875061035,0.902576390572228,55.7151448726654
19,-0.0301120281219482,0.887874435612799,57.5812470912933
20,-0.108759641647339,1.15757903263333,59.5751121044159
21,0.0251933336257935,0.957069150712324,61.8404269218445
22,-0.0310136079788208,1.01140825919809,63.8172357082367
23,0.0221022367477417,1.11982877831651,65.7962718009949
