turn,se,model_output,timer_reset_time
1,0,1.16302352891647,21.5244591236115
2,0.047607421875,1.00128195515618,23.7559540271759
3,0.0046684741973877,1.0988008267944,25.7497951984406
4,0.0155239105224609,1.05716460281586,27.916915178299
5,-0.00341916084289551,0.973075068364294,30.0385491847992
6,0.0249435901641846,1.00444355654548,31.9352819919586
7,0.00808954238891602,0.91318217723522,33.9284770488739
8,-0.0195964574813843,1.10843602065715,35.7945141792297
9,0.088416576385498,0.796876412917587,37.8349690437317
10,-0.0799564123153687,0.973069366498565,39.5890800952911
11,0.0248689651489258,0.894181165408587,41.4859340190887
12,-0.0387181043624878,0.744289688162998,43.3522300720215
13,-0.0844038724899292,1.22824190177144,45.0100820064545
14,0.0410245656967163,0.991494488248904,47.3849811553955
15,-0.0682970285415649,0.992804196624595,49.5050232410431
16,-0.0273500680923462,1.16437992210187,51.5458130836487
17,0.0624411106109619,0.766407247503668,53.7501630783081
18,-0.156262993812561,1.14603874920401,55.5959489345551
19,0.00538623332977295,0.970469062509491,57.877748966217
20,-0.0809563398361206,1.11287701375267,59.9810221195221
21,0.0280345678329468,1.0032512918308,62.1511511802673
22,-0.0568525791168213,0.970364587384376,64.2718381881714
23,-0.0335608720779419,1.03055574245831,66.2801420688629
